source,author,title,description,url,publishedAt,content
ETF Daily News,MarketBeat News,JPMorgan Chase & Co. (NYSE:JPM) Shares Sold by Chartwell Investment Partners LLC,"Chartwell Investment Partners LLC reduced its position in shares of JPMorgan Chase & Co. (NYSE:JPM) by 11.6% in the 3rd quarter, according to the company in its most recent filing with the Securities and Exchange Commission. The firm owned 169,325 shares of t…",https://www.etfdailynews.com/2024/11/16/jpmorgan-chase-co-nysejpm-shares-sold-by-chartwell-investment-partners-llc/,2024-11-16T10:01:00Z,"Chartwell Investment Partners LLC reduced its position in shares of JPMorgan Chase &amp; Co. (NYSE:JPM) by 11.6% in the 3rd quarter, according to the company in its most recent filing with the Securi… [+6390 chars]"
ETF Daily News,MarketBeat News,Oppenheimer Asset Management Inc. Has $126.80 Million Stake in JPMorgan Chase & Co. (NYSE:JPM),"Oppenheimer Asset Management Inc. trimmed its holdings in shares of JPMorgan Chase & Co. (NYSE:JPM) by 1.8% in the 3rd quarter, according to the company in its most recent disclosure with the Securities & Exchange Commission. The firm owned 601,354 shares of …",https://www.etfdailynews.com/2024/11/18/oppenheimer-asset-management-inc-has-126-80-million-stake-in-jpmorgan-chase-co-nysejpm/,2024-11-18T10:43:19Z,"Oppenheimer Asset Management Inc. trimmed its holdings in shares of JPMorgan Chase &amp; Co. (NYSE:JPM) by 1.8% in the 3rd quarter, according to the company in its most recent disclosure with the Sec… [+6213 chars]"
ETF Daily News,MarketBeat News,JPMorgan Chase & Co. (NYSE:JPM) Shares Purchased by Plato Investment Management Ltd,"Plato Investment Management Ltd raised its position in JPMorgan Chase & Co. (NYSE:JPM – Free Report) by 0.6% during the 3rd quarter, according to its most recent disclosure with the Securities and Exchange Commission. The firm owned 56,484 shares of the finan…",https://www.etfdailynews.com/2024/11/18/jpmorgan-chase-co-nysejpm-shares-purchased-by-plato-investment-management-ltd/,2024-11-18T10:43:14Z,"Plato Investment Management Ltd raised its position in JPMorgan Chase &amp; Co. (NYSE:JPM – Free Report) by 0.6% during the 3rd quarter, according to its most recent disclosure with the Securities an… [+5795 chars]"
ETF Daily News,MarketBeat News,Missouri Trust & Investment Co Sells 189 Shares of JPMorgan Chase & Co. (NYSE:JPM),"Missouri Trust & Investment Co decreased its position in JPMorgan Chase & Co. (NYSE:JPM) by 1.0% during the 3rd quarter, according to the company in its most recent disclosure with the Securities & Exchange Commission. The institutional investor owned 18,898 …",https://www.etfdailynews.com/2024/11/17/missouri-trust-investment-co-sells-189-shares-of-jpmorgan-chase-co-nysejpm/,2024-11-17T11:36:55Z,"Missouri Trust &amp; Investment Co decreased its position in JPMorgan Chase &amp; Co. (NYSE:JPM) by 1.0% during the 3rd quarter, according to the company in its most recent disclosure with the Securi… [+5784 chars]"
ETF Daily News,MarketBeat News,JPMorgan Chase & Co. (NYSE:JPM) Shares Bought by LJI Wealth Management LLC,"LJI Wealth Management LLC lifted its stake in JPMorgan Chase & Co. (NYSE:JPM) by 1.8% in the third quarter, according to the company in its most recent disclosure with the Securities and Exchange Commission. The firm owned 28,325 shares of the financial servi…",https://www.etfdailynews.com/2024/11/21/jpmorgan-chase-co-nysejpm-shares-bought-by-lji-wealth-management-llc/,2024-11-21T08:58:53Z,"LJI Wealth Management LLC lifted its stake in JPMorgan Chase &amp; Co. (NYSE:JPM) by 1.8% in the third quarter, according to the company in its most recent disclosure with the Securities and Exchange… [+6029 chars]"
Yahoo Entertainment,Shinhye Kang and Sangmi Cha,Samsung Shares Surge After Surprise $7 Billion Stock Buyback,(Bloomberg) -- Samsung Electronics Co. shares surged after South Korea’s biggest company announced a surprise plan to buy back about 10 trillion won ($7.2...,https://finance.yahoo.com/news/samsung-jumps-surprise-7-billion-000855261.html,2024-11-18T00:08:55Z,(Bloomberg) -- Samsung Electronics Co. shares surged after South Koreas biggest company announced a surprise plan to buy back about 10 trillion won ($7.2 billion) of its own stock over the next year.… [+1785 chars]
Yahoo Entertainment,Sam Ro,The holidays are coming and experts say Americans will be opening their wallets,Americans plan to spend more on holiday shopping this year than they did last year.,https://finance.yahoo.com/news/the-holidays-are-coming-and-experts-say-americans-will-be-opening-their-wallets-144804659.html,2024-11-17T14:48:04Z,Americans plan to spend more on holiday shopping this year than they did last year.Thats the takeaway from pretty much every consumer survey conducted over the past several weeks. Below are some high… [+9530 chars]
pymnts.com,PYMNTS,JPMorgan UK Digital Bank Debuts First Credit Card,"J.P. Morgan’s digital-only bank Chase UK has reportedly introduced its first credit card. The move comes after the banking giant’s British venture took in upwards of £20 billion in deposits in three years, the Financial Times (FT) reported Tuesday (Nov. 19). …",https://www.pymnts.com/news/digital-banking/2024/jpmorgan-uk-digital-bank-debuts-first-credit-card/,2024-11-19T11:55:35Z,"J.P. Morgan’s digital-only bank Chase UK has reportedly introduced its first credit card.
The move comes after the banking giant’s British venture took in upwards of £20 billion in deposits in three… [+2318 chars]"
ETF Daily News,MarketBeat News,"Vantage Investment Partners LLC Sells 2,800 Shares of JPMorgan Chase & Co. (NYSE:JPM)","Vantage Investment Partners LLC decreased its holdings in shares of JPMorgan Chase & Co. (NYSE:JPM) by 4.0% in the third quarter, according to the company in its most recent Form 13F filing with the Securities & Exchange Commission. The firm owned 67,501 shar…",https://www.etfdailynews.com/2024/11/17/vantage-investment-partners-llc-sells-2800-shares-of-jpmorgan-chase-co-nysejpm/,2024-11-17T09:10:52Z,"Vantage Investment Partners LLC decreased its holdings in shares of JPMorgan Chase &amp; Co. (NYSE:JPM) by 4.0% in the third quarter, according to the company in its most recent Form 13F filing with … [+5548 chars]"
ETF Daily News,MarketBeat News,JPMorgan Chase & Co. (NYSE:JPM) Shares Bought by Ashton Thomas Securities LLC,"Ashton Thomas Securities LLC raised its stake in JPMorgan Chase & Co. (NYSE:JPM) by 18.3% in the 3rd quarter, according to its most recent Form 13F filing with the Securities and Exchange Commission (SEC). The institutional investor owned 7,355 shares of the …",https://www.etfdailynews.com/2024/11/16/jpmorgan-chase-co-nysejpm-shares-bought-by-ashton-thomas-securities-llc/,2024-11-16T10:00:59Z,"Ashton Thomas Securities LLC raised its stake in JPMorgan Chase &amp; Co. (NYSE:JPM) by 18.3% in the 3rd quarter, according to its most recent Form 13F filing with the Securities and Exchange Commiss… [+5511 chars]"
ETF Daily News,MarketBeat News,Angeles Investment Advisors LLC Raises Position in JPMorgan Chase & Co. (NYSE:JPM),"Angeles Investment Advisors LLC lifted its holdings in JPMorgan Chase & Co. (NYSE:JPM) by 1.1% in the third quarter, according to its most recent filing with the Securities and Exchange Commission (SEC). The institutional investor owned 5,399 shares of the fi…",https://www.etfdailynews.com/2024/11/18/angeles-investment-advisors-llc-raises-position-in-jpmorgan-chase-co-nysejpm/,2024-11-18T10:43:12Z,"Angeles Investment Advisors LLC lifted its holdings in JPMorgan Chase &amp; Co. (NYSE:JPM) by 1.1% in the third quarter, according to its most recent filing with the Securities and Exchange Commissio… [+5954 chars]"
ETF Daily News,MarketBeat News,Schneider Downs Wealth Management Advisors LP Boosts Stake in JPMorgan Chase & Co. (NYSE:JPM),"Schneider Downs Wealth Management Advisors LP raised its position in shares of JPMorgan Chase & Co. (NYSE:JPM) by 9.8% in the 3rd quarter, according to its most recent 13F filing with the Securities and Exchange Commission (SEC). The institutional investor ow…",https://www.etfdailynews.com/2024/11/21/schneider-downs-wealth-management-advisors-lp-boosts-stake-in-jpmorgan-chase-co-nysejpm/,2024-11-21T08:58:51Z,"Schneider Downs Wealth Management Advisors LP raised its position in shares of JPMorgan Chase &amp; Co. (NYSE:JPM) by 9.8% in the 3rd quarter, according to its most recent 13F filing with the Securit… [+6154 chars]"
ETF Daily News,MarketBeat News,D Orazio & Associates Inc. Raises Stock Position in JPMorgan Chase & Co. (NYSE:JPM),"D Orazio & Associates Inc. boosted its position in JPMorgan Chase & Co. (NYSE:JPM) by 4.4% during the 3rd quarter, according to its most recent 13F filing with the Securities and Exchange Commission (SEC). The institutional investor owned 5,897 shares of the …",https://www.etfdailynews.com/2024/11/18/d-orazio-associates-inc-raises-stock-position-in-jpmorgan-chase-co-nysejpm/,2024-11-18T10:43:19Z,"D Orazio &amp; Associates Inc. boosted its position in JPMorgan Chase &amp; Co. (NYSE:JPM) by 4.4% during the 3rd quarter, according to its most recent 13F filing with the Securities and Exchange Com… [+5575 chars]"
ETF Daily News,MarketBeat News,Evolution Wealth Advisors LLC Sells 530 Shares of JPMorgan Chase & Co. (NYSE:JPM),"Evolution Wealth Advisors LLC reduced its stake in shares of JPMorgan Chase & Co. (NYSE:JPM) by 9.9% during the 3rd quarter, according to its most recent disclosure with the Securities and Exchange Commission (SEC). The fund owned 4,838 shares of the financia…",https://www.etfdailynews.com/2024/11/21/evolution-wealth-advisors-llc-sells-530-shares-of-jpmorgan-chase-co-nysejpm/,2024-11-21T14:00:50Z,"Evolution Wealth Advisors LLC reduced its stake in shares of JPMorgan Chase &amp; Co. (NYSE:JPM) by 9.9% during the 3rd quarter, according to its most recent disclosure with the Securities and Exchan… [+5276 chars]"
ETF Daily News,MarketBeat News,"Catalytic Wealth RIA LLC Purchases 8,856 Shares of JPMorgan Chase & Co. (NYSE:JPM)","Catalytic Wealth RIA LLC lifted its holdings in JPMorgan Chase & Co. (NYSE:JPM) by 43.5% in the 3rd quarter, according to the company in its most recent filing with the Securities and Exchange Commission. The institutional investor owned 29,209 shares of the …",https://www.etfdailynews.com/2024/11/16/catalytic-wealth-ria-llc-purchases-8856-shares-of-jpmorgan-chase-co-nysejpm/,2024-11-16T10:01:00Z,"Catalytic Wealth RIA LLC lifted its holdings in JPMorgan Chase &amp; Co. (NYSE:JPM) by 43.5% in the 3rd quarter, according to the company in its most recent filing with the Securities and Exchange Co… [+6215 chars]"
ETF Daily News,MarketBeat News,Cassady Schiller Wealth Management LLC Cuts Stake in JPMorgan Chase & Co. (NYSE:JPM),"Cassady Schiller Wealth Management LLC trimmed its holdings in JPMorgan Chase & Co. (NYSE:JPM) by 8.5% in the 3rd quarter, according to its most recent filing with the Securities and Exchange Commission (SEC). The firm owned 2,876 shares of the financial serv…",https://www.etfdailynews.com/2024/11/21/cassady-schiller-wealth-management-llc-cuts-stake-in-jpmorgan-chase-co-nysejpm/,2024-11-21T08:58:51Z,"Cassady Schiller Wealth Management LLC trimmed its holdings in JPMorgan Chase &amp; Co. (NYSE:JPM) by 8.5% in the 3rd quarter, according to its most recent filing with the Securities and Exchange Com… [+5415 chars]"
ETF Daily News,MarketBeat News,Kentucky Retirement Systems Insurance Trust Fund Has $17.76 Million Stock Position in JPMorgan Chase & Co. (NYSE:JPM),"Kentucky Retirement Systems Insurance Trust Fund reduced its position in shares of JPMorgan Chase & Co. (NYSE:JPM – Free Report) by 9.1% in the 3rd quarter, according to its most recent filing with the Securities & Exchange Commission. The fund owned 84,238 s…",https://www.etfdailynews.com/2024/11/21/kentucky-retirement-systems-insurance-trust-fund-has-17-76-million-stock-position-in-jpmorgan-chase-co-nysejpm/,2024-11-21T14:00:50Z,"Kentucky Retirement Systems Insurance Trust Fund reduced its position in shares of JPMorgan Chase &amp; Co. (NYSE:JPM – Free Report) by 9.1% in the 3rd quarter, according to its most recent filing wi… [+5466 chars]"
ETF Daily News,MarketBeat News,JPMorgan Chase & Co. (NYSE:JPM) Holdings Boosted by Turtle Creek Wealth Advisors LLC,"Turtle Creek Wealth Advisors LLC increased its holdings in shares of JPMorgan Chase & Co. (NYSE:JPM – Free Report) by 2.9% in the 3rd quarter, according to its most recent Form 13F filing with the Securities and Exchange Commission. The institutional investor…",https://www.etfdailynews.com/2024/11/21/jpmorgan-chase-co-nysejpm-holdings-boosted-by-turtle-creek-wealth-advisors-llc/,2024-11-21T08:58:51Z,"Turtle Creek Wealth Advisors LLC increased its holdings in shares of JPMorgan Chase &amp; Co. (NYSE:JPM – Free Report) by 2.9% in the 3rd quarter, according to its most recent Form 13F filing with th… [+5453 chars]"
ETF Daily News,MarketBeat News,WCM Investment Management LLC Has $2.16 Million Stake in JPMorgan Chase & Co. (NYSE:JPM),"WCM Investment Management LLC grew its position in JPMorgan Chase & Co. (NYSE:JPM – Free Report) by 324.6% during the 3rd quarter, according to its most recent Form 13F filing with the Securities and Exchange Commission. The fund owned 10,258 shares of the fi…",https://www.etfdailynews.com/2024/11/16/wcm-investment-management-llc-has-2-16-million-stake-in-jpmorgan-chase-co-nysejpm/,2024-11-16T11:44:51Z,"WCM Investment Management LLC grew its position in JPMorgan Chase &amp; Co. (NYSE:JPM – Free Report) by 324.6% during the 3rd quarter, according to its most recent Form 13F filing with the Securities… [+5378 chars]"
ETF Daily News,MarketBeat News,"Empowered Funds LLC Buys 8,893 Shares of JPMorgan Chase & Co. (NYSE:JPM)","Empowered Funds LLC raised its stake in JPMorgan Chase & Co. (NYSE:JPM) by 8.7% in the 3rd quarter, according to its most recent 13F filing with the Securities and Exchange Commission (SEC). The institutional investor owned 111,062 shares of the financial ser…",https://www.etfdailynews.com/2024/11/20/empowered-funds-llc-buys-8893-shares-of-jpmorgan-chase-co-nysejpm/,2024-11-20T11:44:52Z,"Empowered Funds LLC raised its stake in JPMorgan Chase &amp; Co. (NYSE:JPM) by 8.7% in the 3rd quarter, according to its most recent 13F filing with the Securities and Exchange Commission (SEC). The … [+5251 chars]"
ETF Daily News,MarketBeat News,Sawgrass Asset Management LLC Decreases Stake in JPMorgan Chase & Co. (NYSE:JPM),"Sawgrass Asset Management LLC lessened its stake in shares of JPMorgan Chase & Co. (NYSE:JPM – Free Report) by 1.8% during the 3rd quarter, according to the company in its most recent filing with the Securities and Exchange Commission. The fund owned 19,090 s…",https://www.etfdailynews.com/2024/11/21/sawgrass-asset-management-llc-decreases-stake-in-jpmorgan-chase-co-nysejpm/,2024-11-21T08:58:51Z,"Sawgrass Asset Management LLC lessened its stake in shares of JPMorgan Chase &amp; Co. (NYSE:JPM – Free Report) by 1.8% during the 3rd quarter, according to the company in its most recent filing with… [+5965 chars]"
ETF Daily News,MarketBeat News,KPP Advisory Services LLC Raises Stock Position in JPMorgan Chase & Co. (NYSE:JPM),"KPP Advisory Services LLC raised its holdings in shares of JPMorgan Chase & Co. (NYSE:JPM – Free Report) by 0.8% during the third quarter, according to the company in its most recent disclosure with the Securities & Exchange Commission. The firm owned 13,136 …",https://www.etfdailynews.com/2024/11/21/kpp-advisory-services-llc-raises-stock-position-in-jpmorgan-chase-co-nysejpm/,2024-11-21T08:58:52Z,"KPP Advisory Services LLC raised its holdings in shares of JPMorgan Chase &amp; Co. (NYSE:JPM – Free Report) by 0.8% during the third quarter, according to the company in its most recent disclosure w… [+5919 chars]"
ETF Daily News,MarketBeat News,Hassell Wealth Management LLC Buys 73 Shares of JPMorgan Chase & Co. (NYSE:JPM),"Hassell Wealth Management LLC grew its stake in JPMorgan Chase & Co. (NYSE:JPM) by 1.8% in the third quarter, according to the company in its most recent 13F filing with the Securities and Exchange Commission (SEC). The institutional investor owned 4,085 shar…",https://www.etfdailynews.com/2024/11/18/hassell-wealth-management-llc-buys-73-shares-of-jpmorgan-chase-co-nysejpm/,2024-11-18T10:43:16Z,"Hassell Wealth Management LLC grew its stake in JPMorgan Chase &amp; Co. (NYSE:JPM) by 1.8% in the third quarter, according to the company in its most recent 13F filing with the Securities and Exchan… [+5735 chars]"
ETF Daily News,MarketBeat News,Northcape Wealth Management LLC Sells 291 Shares of JPMorgan Chase & Co. (NYSE:JPM),"Northcape Wealth Management LLC cut its stake in JPMorgan Chase & Co. (NYSE:JPM – Free Report) by 1.4% in the third quarter, according to the company in its most recent Form 13F filing with the Securities & Exchange Commission. The fund owned 20,574 shares of…",https://www.etfdailynews.com/2024/11/20/northcape-wealth-management-llc-sells-291-shares-of-jpmorgan-chase-co-nysejpm/,2024-11-20T11:44:53Z,"Northcape Wealth Management LLC cut its stake in JPMorgan Chase &amp; Co. (NYSE:JPM – Free Report) by 1.4% in the third quarter, according to the company in its most recent Form 13F filing with the S… [+5805 chars]"
ETF Daily News,MarketBeat News,"Vestia Personal Wealth Advisors Purchases Shares of 1,033 JPMorgan Chase & Co. (NYSE:JPM)","Vestia Personal Wealth Advisors acquired a new position in JPMorgan Chase & Co. (NYSE:JPM) during the third quarter, according to the company in its most recent Form 13F filing with the SEC. The fund acquired 1,033 shares of the financial services provider’s …",https://www.etfdailynews.com/2024/11/17/vestia-personal-wealth-advisors-purchases-shares-of-1033-jpmorgan-chase-co-nysejpm/,2024-11-17T09:10:53Z,"Vestia Personal Wealth Advisors acquired a new position in JPMorgan Chase &amp; Co. (NYSE:JPM) during the third quarter, according to the company in its most recent Form 13F filing with the SEC. The … [+5982 chars]"
ETF Daily News,MarketBeat News,Altrius Capital Management Inc Buys 113 Shares of JPMorgan Chase & Co. (NYSE:JPM),"Altrius Capital Management Inc increased its stake in shares of JPMorgan Chase & Co. (NYSE:JPM) by 0.5% in the 3rd quarter, according to its most recent Form 13F filing with the Securities and Exchange Commission. The institutional investor owned 22,396 share…",https://www.etfdailynews.com/2024/11/20/altrius-capital-management-inc-buys-113-shares-of-jpmorgan-chase-co-nysejpm/,2024-11-20T11:44:52Z,"Altrius Capital Management Inc increased its stake in shares of JPMorgan Chase &amp; Co. (NYSE:JPM) by 0.5% in the 3rd quarter, according to its most recent Form 13F filing with the Securities and Ex… [+5380 chars]"
ETF Daily News,MarketBeat News,Neumann Capital Management LLC Lowers Position in JPMorgan Chase & Co. (NYSE:JPM),"Neumann Capital Management LLC lowered its stake in JPMorgan Chase & Co. (NYSE:JPM – Free Report) by 7.3% during the third quarter, according to its most recent disclosure with the Securities and Exchange Commission (SEC). The fund owned 12,672 shares of the …",https://www.etfdailynews.com/2024/11/19/neumann-capital-management-llc-lowers-position-in-jpmorgan-chase-co-nysejpm/,2024-11-19T09:23:03Z,"Neumann Capital Management LLC lowered its stake in JPMorgan Chase &amp; Co. (NYSE:JPM – Free Report) by 7.3% during the third quarter, according to its most recent disclosure with the Securities and… [+5793 chars]"
ETF Daily News,MarketBeat News,Lifeworks Advisors LLC Purchases 117 Shares of JPMorgan Chase & Co. (NYSE:JPM),"Lifeworks Advisors LLC increased its position in shares of JPMorgan Chase & Co. (NYSE:JPM – Free Report) by 3.1% during the third quarter, according to the company in its most recent disclosure with the Securities and Exchange Commission. The fund owned 3,893…",https://www.etfdailynews.com/2024/11/19/lifeworks-advisors-llc-purchases-117-shares-of-jpmorgan-chase-co-nysejpm/,2024-11-19T09:23:07Z,"Lifeworks Advisors LLC increased its position in shares of JPMorgan Chase &amp; Co. (NYSE:JPM – Free Report) by 3.1% during the third quarter, according to the company in its most recent disclosure w… [+5888 chars]"
ETF Daily News,MarketBeat News,"Mill Creek Capital Advisors LLC Sells 1,935 Shares of JPMorgan Chase & Co. (NYSE:JPM)","Mill Creek Capital Advisors LLC trimmed its position in shares of JPMorgan Chase & Co. (NYSE:JPM – Free Report) by 6.7% in the 3rd quarter, according to the company in its most recent Form 13F filing with the Securities and Exchange Commission. The fund owned…",https://www.etfdailynews.com/2024/11/21/mill-creek-capital-advisors-llc-sells-1935-shares-of-jpmorgan-chase-co-nysejpm/,2024-11-21T08:58:51Z,"Mill Creek Capital Advisors LLC trimmed its position in shares of JPMorgan Chase &amp; Co. (NYSE:JPM – Free Report) by 6.7% in the 3rd quarter, according to the company in its most recent Form 13F fi… [+6154 chars]"
ETF Daily News,MarketBeat News,Planning Capital Management Corp Cuts Stake in JPMorgan Chase & Co. (NYSE:JPM),"Planning Capital Management Corp decreased its holdings in JPMorgan Chase & Co. (NYSE:JPM – Free Report) by 37.0% in the third quarter, according to its most recent disclosure with the Securities & Exchange Commission. The institutional investor owned 1,846 s…",https://www.etfdailynews.com/2024/11/19/planning-capital-management-corp-cuts-stake-in-jpmorgan-chase-co-nysejpm/,2024-11-19T11:42:52Z,"Planning Capital Management Corp decreased its holdings in JPMorgan Chase &amp; Co. (NYSE:JPM – Free Report) by 37.0% in the third quarter, according to its most recent disclosure with the Securities… [+5254 chars]"
ETF Daily News,MarketBeat News,Sycomore Asset Management Takes $3.50 Million Position in JPMorgan Chase & Co. (NYSE:JPM),"Sycomore Asset Management bought a new position in JPMorgan Chase & Co. (NYSE:JPM) in the 3rd quarter, HoldingsChannel reports. The fund bought 16,671 shares of the financial services provider’s stock, valued at approximately $3,497,000. Several other institu…",https://www.etfdailynews.com/2024/11/19/sycomore-asset-management-takes-3-50-million-position-in-jpmorgan-chase-co-nysejpm/,2024-11-19T09:23:05Z,"Sycomore Asset Management bought a new position in JPMorgan Chase &amp; Co. (NYSE:JPM) in the 3rd quarter, HoldingsChannel reports. The fund bought 16,671 shares of the financial services provider’s … [+5916 chars]"
ETF Daily News,MarketBeat News,JPMorgan Chase & Co. (NYSE:JPM) Shares Sold by OVERSEA CHINESE BANKING Corp Ltd,"OVERSEA CHINESE BANKING Corp Ltd cut its holdings in shares of JPMorgan Chase & Co. (NYSE:JPM – Free Report) by 19.4% in the third quarter, according to its most recent filing with the Securities and Exchange Commission. The fund owned 117,172 shares of the f…",https://www.etfdailynews.com/2024/11/17/jpmorgan-chase-co-nysejpm-shares-sold-by-oversea-chinese-banking-corp-ltd/,2024-11-17T10:16:55Z,"OVERSEA CHINESE BANKING Corp Ltd cut its holdings in shares of JPMorgan Chase &amp; Co. (NYSE:JPM – Free Report) by 19.4% in the third quarter, according to its most recent filing with the Securities… [+5369 chars]"
ETF Daily News,MarketBeat News,Proffitt & Goodson Inc. Sells 109 Shares of JPMorgan Chase & Co. (NYSE:JPM),"Proffitt & Goodson Inc. trimmed its stake in shares of JPMorgan Chase & Co. (NYSE:JPM – Free Report) by 1.4% during the 3rd quarter, according to the company in its most recent 13F filing with the Securities and Exchange Commission (SEC). The fund owned 7,950…",https://www.etfdailynews.com/2024/11/16/proffitt-goodson-inc-sells-109-shares-of-jpmorgan-chase-co-nysejpm/,2024-11-16T10:01:00Z,"Proffitt &amp; Goodson Inc. trimmed its stake in shares of JPMorgan Chase &amp; Co. (NYSE:JPM – Free Report) by 1.4% during the 3rd quarter, according to the company in its most recent 13F filing wit… [+5836 chars]"
ETF Daily News,MarketBeat News,Cutler Investment Counsel LLC Cuts Position in JPMorgan Chase & Co. (NYSE:JPM),"Cutler Investment Counsel LLC trimmed its holdings in shares of JPMorgan Chase & Co. (NYSE:JPM) by 3.1% in the third quarter, according to its most recent disclosure with the Securities and Exchange Commission. The fund owned 50,653 shares of the financial se…",https://www.etfdailynews.com/2024/11/21/cutler-investment-counsel-llc-cuts-position-in-jpmorgan-chase-co-nysejpm/,2024-11-21T08:58:51Z,"Cutler Investment Counsel LLC trimmed its holdings in shares of JPMorgan Chase &amp; Co. (NYSE:JPM) by 3.1% in the third quarter, according to its most recent disclosure with the Securities and Excha… [+5245 chars]"
ETF Daily News,MarketBeat News,Bond & Devick Financial Network Inc. Trims Holdings in JPMorgan Chase & Co. (NYSE:JPM),"Bond & Devick Financial Network Inc. reduced its stake in JPMorgan Chase & Co. (NYSE:JPM – Free Report) by 3.9% in the 3rd quarter, according to the company in its most recent filing with the Securities & Exchange Commission. The institutional investor owned …",https://www.etfdailynews.com/2024/11/16/bond-devick-financial-network-inc-trims-holdings-in-jpmorgan-chase-co-nysejpm/,2024-11-16T10:53:21Z,"Bond &amp; Devick Financial Network Inc. reduced its stake in JPMorgan Chase &amp; Co. (NYSE:JPM – Free Report) by 3.9% in the 3rd quarter, according to the company in its most recent filing with the… [+5772 chars]"
ETF Daily News,MarketBeat News,Omnia Family Wealth LLC Buys 353 Shares of JPMorgan Chase & Co. (NYSE:JPM),"Omnia Family Wealth LLC boosted its position in JPMorgan Chase & Co. (NYSE:JPM – Free Report) by 6.4% during the 3rd quarter, according to the company in its most recent Form 13F filing with the SEC. The institutional investor owned 5,828 shares of the financ…",https://www.etfdailynews.com/2024/11/19/omnia-family-wealth-llc-buys-353-shares-of-jpmorgan-chase-co-nysejpm/,2024-11-19T09:23:07Z,"Omnia Family Wealth LLC boosted its position in JPMorgan Chase &amp; Co. (NYSE:JPM – Free Report) by 6.4% during the 3rd quarter, according to the company in its most recent Form 13F filing with the … [+6061 chars]"
ETF Daily News,MarketBeat News,Signature Estate & Investment Advisors LLC Sells 154 Shares of JPMorgan Chase & Co. (NYSE:JPM),"Signature Estate & Investment Advisors LLC lessened its stake in JPMorgan Chase & Co. (NYSE:JPM – Free Report) by 0.7% in the third quarter, according to the company in its most recent 13F filing with the Securities and Exchange Commission. The firm owned 21,…",https://www.etfdailynews.com/2024/11/20/signature-estate-investment-advisors-llc-sells-154-shares-of-jpmorgan-chase-co-nysejpm/,2024-11-20T11:44:52Z,"Signature Estate &amp; Investment Advisors LLC lessened its stake in JPMorgan Chase &amp; Co. (NYSE:JPM – Free Report) by 0.7% in the third quarter, according to the company in its most recent 13F fi… [+5983 chars]"
ETF Daily News,MarketBeat News,Valley Wealth Managers Inc. Has $5.45 Million Stock Holdings in JPMorgan Chase & Co. (NYSE:JPM),"Valley Wealth Managers Inc. decreased its holdings in shares of JPMorgan Chase & Co. (NYSE:JPM) by 7.0% during the 3rd quarter, according to the company in its most recent Form 13F filing with the Securities and Exchange Commission. The fund owned 25,863 shar…",https://www.etfdailynews.com/2024/11/20/valley-wealth-managers-inc-has-5-45-million-stock-holdings-in-jpmorgan-chase-co-nysejpm/,2024-11-20T11:44:51Z,"Valley Wealth Managers Inc. decreased its holdings in shares of JPMorgan Chase &amp; Co. (NYSE:JPM) by 7.0% during the 3rd quarter, according to the company in its most recent Form 13F filing with th… [+5756 chars]"
ETF Daily News,MarketBeat News,JPMorgan Chase & Co. Issues Positive Forecast for Imperial Oil (TSE:IMO) Stock Price,"Imperial Oil (TSE:IMO – Free Report) (NYSEMKT:IMO) had its target price increased by JPMorgan Chase & Co. from C$97.00 to C$100.00 in a research report released on Wednesday morning,BayStreet.CA reports. A number of other research analysts also recently weigh…",https://www.etfdailynews.com/2024/11/16/jpmorgan-chase-co-issues-positive-forecast-for-imperial-oil-tseimo-stock-price/,2024-11-16T08:50:54Z,"Imperial Oil (TSE:IMO – Free Report) (NYSEMKT:IMO) had its target price increased by JPMorgan Chase &amp; Co. from C$97.00 to C$100.00 in a research report released on Wednesday morning,BayStreet.CA … [+2792 chars]"
The Daily Hodl,Henry Kanapi,"JPMorgan Chase, Morgan Stanley and Citi Say Raging Bull Market Not Over Yet – Here’s Their Outlook",Several Wall Street banking giants are forecasting blue skies for US equities – at least until 2024 comes to a close. Morgan Stanley chief US equity strategist Mike Wilson tells Bloomberg that he expects the S&P 500 to revisit all-time high levels by the end …,https://dailyhodl.com/2024/11/16/jpmorgan-chase-morgan-stanley-and-citi-forecast-raging-bull-market-will-continue-heres-the-timeline/,2024-11-16T18:23:07Z,"Several Wall Street banking giants are forecasting blue skies for US equities at least until 2024 comes to a close.
Morgan Stanley chief US equity strategist Mike Wilson tells Bloomberg that he expe… [+2119 chars]"
ETF Daily News,MarketBeat News,TC Energy (TSE:TRP) Given New C$79.00 Price Target at JPMorgan Chase & Co.,"TC Energy (TSE:TRP – Free Report) (NYSE:TRP) had its price objective boosted by JPMorgan Chase & Co. from C$70.00 to C$79.00 in a report published on Monday,BayStreet.CA reports. Other research analysts have also recently issued research reports about the com…",https://www.etfdailynews.com/2024/11/19/tc-energy-tsetrp-given-new-c79-00-price-target-at-jpmorgan-chase-co/,2024-11-19T09:30:56Z,"TC Energy (TSE:TRP – Free Report) (NYSE:TRP) had its price objective boosted by JPMorgan Chase &amp; Co. from C$70.00 to C$79.00 in a report published on Monday,BayStreet.CA reports.
Other research … [+4201 chars]"
